file,brightness,mean_red,mean_green,mean_blue
image_0.jpg,48.15674845377604,44.52504348754883,46.10323715209961,53.84196472167969
image_1.jpg,110.92359415690105,91.65396881103516,100.89402770996094,140.22278594970703
image_10.jpg,58.98711013793945,72.64179992675781,52.788211822509766,51.53131866455078
image_100.jpg,49.84435017903646,55.0908203125,49.080291748046875,45.3619384765625
image_101.jpg,65.9913838704427,65.38798141479492,65.0871696472168,67.4990005493164
image_102.jpg,178.74861653645834,192.57475662231445,178.69046020507812,164.98063278198242
image_103.jpg,47.20296986897787,50.48351287841797,45.446529388427734,45.67886734008789
image_104.jpg,47.40410614013672,43.722084045410156,46.89531326293945,51.59492111206055
image_105.jpg,162.39898300170898,162.39898300170898,162.39898300170898,162.39898300170898
image_106.jpg,77.1692606608073,76.8464584350586,75.58082962036133,79.08049392700195
image_107.jpg,164.88002395629883,152.23746490478516,164.80611419677734,177.59649276733398
image_108.jpg,25.463385264078777,21.690227508544922,23.54140853881836,31.158519744873047
image_109.jpg,43.15008417765299,48.92374801635742,43.233978271484375,37.29252624511719
image_11.jpg,81.30842971801758,83.81446838378906,72.10418701171875,88.00663375854492
image_110.jpg,74.74583180745442,83.42745208740234,73.43898391723633,67.37105941772461
image_111.jpg,42.815911610921226,43.184356689453125,43.30344772338867,41.959930419921875
image_112.jpg,44.69254938761393,46.90553665161133,40.679222106933594,46.492889404296875
image_113.jpg,88.16442489624023,94.72753524780273,88.97375869750977,80.7919807434082
image_114.jpg,40.739419301350914,40.25841522216797,40.739349365234375,41.22049331665039
image_115.jpg,70.81346893310547,80.58000183105469,66.98070907592773,64.87969589233398
image_116.jpg,193.27249145507812,194.0974235534668,191.9590187072754,193.7610321044922
image_117.jpg,76.19861475626628,71.48013687133789,71.6687240600586,85.44698333740234
image_118.jpg,42.039747873942055,46.28777313232422,41.87027359008789,37.96119689941406
image_119.jpg,55.22864659627279,59.37285232543945,56.15376663208008,50.15932083129883
image_12.jpg,49.1266237894694,60.48976135253906,44.239192962646484,42.650917053222656
image_13.jpg,137.23605092366537,129.01921844482422,135.25807571411133,147.43085861206055
image_14.jpg,14.961716969807943,18.15359115600586,13.194198608398438,13.537361145019531
image_15.jpg,126.87830988566081,132.4267921447754,127.38861465454102,120.81952285766602
image_16.jpg,70.77651341756184,40.067909240722656,68.47933959960938,103.78229141235352
image_17.jpg,92.63303248087566,92.21200180053711,88.40554428100586,97.28155136108398
image_18.jpg,143.5732447306315,133.56566619873047,143.55181884765625,153.6022491455078
image_19.jpg,16.81389872233073,18.794780731201172,13.723739624023438,17.923175811767578
image_2.jpg,15.413457234700521,15.569244384765625,15.078903198242188,15.59222412109375
image_20.jpg,40.17230351765951,40.7886848449707,39.822818756103516,39.9054069519043
image_21.jpg,92.17976633707683,97.70024108886719,92.66596984863281,86.17308807373047
image_22.jpg,84.89363225301106,136.17868041992188,81.90630722045898,36.595909118652344
image_23.jpg,26.115997314453125,26.47051239013672,25.241207122802734,26.636272430419922
image_24.jpg,125.10482025146484,125.10482025146484,125.10482025146484,125.10482025146484
image_25.jpg,32.148616790771484,25.143798828125,26.654563903808594,44.64748764038086
image_26.jpg,37.633907318115234,49.336246490478516,33.178627014160156,30.38684844970703
image_27.jpg,119.23609161376953,83.28229141235352,118.73377990722656,155.69220352172852
image_28.jpg,68.0214106241862,67.09721374511719,68.06015396118164,68.90686416625977
image_29.jpg,110.43409601847331,102.04081344604492,110.98004913330078,118.28142547607422
image_3.jpg,133.41046142578125,131.98209381103516,127.53533935546875,140.71395111083984
image_30.jpg,46.636399586995445,41.235748291015625,45.11482620239258,53.558624267578125
image_31.jpg,102.97233708699544,104.68783569335938,102.32163619995117,101.90753936767578
image_32.jpg,109.92713038126628,107.10165023803711,109.63828659057617,113.04145431518555
image_33.jpg,114.87824630737305,135.73564910888672,107.13201141357422,101.7670783996582
image_34.jpg,83.32982762654622,99.67362976074219,75.43904495239258,74.8768081665039
